Player,Year,Season,Date,Age,Team,Location,Opponent,Win,PTS_TM,PTS_OPP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
LeBron James,2013-2014,Regular,12/14/2013,28-349,MIA,Home,CLE,W ,114,107,1,40:37:00,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,25,30
LeBron James,2013-2014,Regular,12/16/2013,28-351,MIA,Home,UTA,W ,117,94,1,33:49:00,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,30,29.9
LeBron James,2013-2014,Regular,12/18/2013,28-353,MIA,Home,IND,W ,97,94,1,36:14:00,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,3,24,23.8
LeBron James,2013-2014,Regular,12/20/2013,28-355,MIA,Home,SAC,W ,122,103,1,30:40:00,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,18,21.6
LeBron James,2013-2014,Regular,12/23/2013,28-358,MIA,Home,ATL,W ,121,119,1,45:38:00,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,38,32.6
LeBron James,2013-2014,Regular,12/25/2013,28-360,MIA,Away,LAL,W ,101,95,1,35:48:00,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,2,19,12.8
LeBron James,2013-2014,Regular,12/27/2013,28-362,MIA,Away,SAC,L ,103,108,1,43:43:00,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,33,26.1
LeBron James,2013-2014,Regular,12/28/2013,28-363,MIA,Away,POR,W ,108,107,,,,,,,,,,,,,,,,,,,,,
LeBron James,2013-2014,Regular,12/30/2013,29-000,MIA,Away,DEN,W ,97,94,1,39:44:00,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,26,23.4
LeBron James,2013-2014,Regular,1/2/2014,29-003,MIA,Home,GSW,L ,114,123,1,39:34:00,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,26,15.3
LeBron James,2013-2014,Regular,1/4/2014,29-005,MIA,Away,ORL,W ,110,94,1,35:55:00,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,1,15,12.7
LeBron James,2013-2014,Regular,1/5/2014,29-006,MIA,Home,TOR,W ,102,97,1,37:47:00,12,18,0.667,0,0,,6,7,0.857,1,3,4,5,1,0,1,1,30,26.5
LeBron James,2013-2014,Regular,1/7/2014,29-008,MIA,Home,NOP,W ,107,88,1,35:15:00,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,32,25.2
LeBron James,2013-2014,Regular,1/9/2014,29-010,MIA,Away,NYK,L ,92,102,1,41:25:00,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,32,23.9
LeBron James,2013-2014,Regular,1/10/2014,29-011,MIA,Away,BRK,L ,95,104,1,49:22:00,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,36,25.7
LeBron James,2013-2014,Regular,1/15/2014,29-016,MIA,Away,WAS,L ,97,114,1,41:04:00,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,25,20.9
LeBron James,2013-2014,Regular,1/17/2014,29-018,MIA,Away,PHI,W ,101,86,1,36:31:00,7,13,0.538,0,1,0,7,8,0.875,1,7,8,10,2,1,3,3,21,22.6
LeBron James,2013-2014,Regular,1/18/2014,29-019,MIA,Away,CHA,W ,104,96,1,44:52:00,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,34,25.7
LeBron James,2013-2014,Regular,1/20/2014,29-021,MIA,Away,ATL,L ,114,121,1,38:43:00,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,30,21.9
LeBron James,2013-2014,Regular,1/21/2014,29-022,MIA,Home,BOS,W ,93,86,1,38:48:00,10,19,0.526,0,4,0,9,11,0.818,1,7,8,4,2,0,3,1,29,23.1
LeBron James,2013-2014,Regular,1/23/2014,29-024,MIA,Home,LAL,W ,109,102,1,37:18:00,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,1,27,22.2
LeBron James,2013-2014,Regular,1/26/2014,29-027,MIA,Home,SAS,W ,113,101,1,27:43:00,8,15,0.533,1,3,0.333,1,1,1,0,7,7,6,1,0,4,4,18,12.4
LeBron James,2013-2014,Regular,1/29/2014,29-030,MIA,Home,OKC,L ,95,112,1,42:10:00,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,34,24.8
LeBron James,2013-2014,Regular,2/1/2014,29-033,MIA,Away,NYK,W ,106,91,1,39:06:00,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,3,30,29.1
LeBron James,2013-2014,Regular,2/3/2014,29-035,MIA,Home,DET,W ,102,96,1,38:19:00,9,19,0.474,0,3,0,6,8,0.75,1,7,8,11,2,2,1,1,24,26
LeBron James,2013-2014,Regular,2/5/2014,29-037,MIA,Away,LAC,W ,116,112,1,40:47:00,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,2,31,27.7
LeBron James,2013-2014,Regular,2/8/2014,29-040,MIA,Away,UTA,L ,89,94,1,39:21:00,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,2,13,4.5
LeBron James,2013-2014,Regular,2/11/2014,29-043,MIA,Away,PHO,W ,103,97,1,40:59:00,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,2,37,30.6
LeBron James,2013-2014,Regular,2/12/2014,29-044,MIA,Away,GSW,W ,111,110,1,42:16:00,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,1,36,32.4
LeBron James,2013-2014,Regular,2/18/2014,29-050,MIA,Away,DAL,W ,117,106,1,38:28:00,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,42,37.4
LeBron James,2013-2014,Regular,2/20/2014,29-052,MIA,Away,OKC,W ,103,81,1,33:24:00,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,33,22.6
LeBron James,2013-2014,Regular,2/23/2014,29-055,MIA,Home,CHI,W ,93,79,,,,,,,,,,,,,,,,,,,,,
LeBron James,2013-2014,Regular,2/27/2014,29-059,MIA,Home,NYK,W ,108,82,1,36:38:00,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,0,31,25.1
LeBron James,2013-2014,Regular,3/1/2014,29-061,MIA,Home,ORL,W ,112,98,1,31:13:00,8,12,0.667,0,2,0,4,5,0.8,1,8,9,7,4,0,2,1,20,24
LeBron James,2013-2014,Regular,3/3/2014,29-063,MIA,Home,CHA,W ,124,107,1,41:12:00,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,61,48.8
LeBron James,2013-2014,Regular,3/4/2014,29-064,MIA,Away,HOU,L ,103,106,1,36:38:00,9,18,0.5,0,3,0,4,6,0.667,1,0,1,6,3,0,1,1,22,18.7
LeBron James,2013-2014,Regular,3/6/2014,29-066,MIA,Away,SAS,L ,87,111,1,38:04:00,6,18,0.333,0,3,0,7,9,0.778,3,5,8,7,2,0,5,5,19,11.5
LeBron James,2013-2014,Regular,3/9/2014,29-069,MIA,Away,CHI,L ,88,95,1,45:19:00,8,23,0.348,1,3,0.333,0,0,,1,8,9,8,3,1,4,1,17,12.1
LeBron James,2013-2014,Regular,3/10/2014,29-070,MIA,Home,WAS,W ,99,90,1,36:45:00,10,15,0.667,3,4,0.75,0,0,,2,5,7,8,3,0,3,3,23,23.8
LeBron James,2013-2014,Regular,3/12/2014,29-072,MIA,Home,BRK,L ,95,96,1,38:03:00,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,1,19,15.1
LeBron James,2013-2014,Regular,3/14/2014,29-074,MIA,Home,DEN,L ,107,111,1,39:50:00,8,17,0.471,0,4,0,5,7,0.714,0,6,6,6,1,0,4,3,21,13.3
LeBron James,2013-2014,Regular,3/16/2014,29-076,MIA,Home,HOU,W ,113,104,1,42:52:00,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,24,16.4
LeBron James,2013-2014,Regular,3/18/2014,29-078,MIA,Away,CLE,W ,100,96,1,41:40:00,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,43,42
LeBron James,2013-2014,Regular,3/19/2014,29-079,MIA,Away,BOS,L ,96,101,,,,,,,,,,,,,,,,,,,,,
LeBron James,2013-2014,Regular,3/21/2014,29-081,MIA,Home,MEM,W ,91,86,1,38:01:00,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15,14.4
LeBron James,2013-2014,Regular,3/22/2014,29-082,MIA,Away,NOP,L ,95,105,1,41:59:00,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,25,22.8
LeBron James,2013-2014,Regular,3/24/2014,29-084,MIA,Home,POR,W ,93,91,1,38:22:00,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,32,25
LeBron James,2013-2014,Regular,3/26/2014,29-086,MIA,Away,IND,L ,83,84,1,43:24:00,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,38,27.4
LeBron James,2013-2014,Regular,3/28/2014,29-088,MIA,Away,DET,W ,110,78,1,29:46:00,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,17,22.9
LeBron James,2013-2014,Regular,3/29/2014,29-089,MIA,Away,MIL,W ,88,67,1,30:03:00,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,13,7.1
LeBron James,2013-2014,Regular,3/31/2014,29-091,MIA,Home,TOR,W ,93,83,1,38:53:00,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,32,23.5
LeBron James,2013-2014,Regular,4/2/2014,29-093,MIA,Home,MIL,W ,96,77,1,29:21:00,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17,16.7
LeBron James,2013-2014,Regular,4/4/2014,29-095,MIA,Home,MIN,L ,121,122,1,47:57:00,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,26.6
LeBron James,2013-2014,Regular,4/6/2014,29-097,MIA,Home,NYK,W ,102,91,1,42:47:00,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,38,28.3
LeBron James,2013-2014,Regular,4/8/2014,29-099,MIA,Home,BRK,L ,87,88,1,37:08:00,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,29,26.8
LeBron James,2013-2014,Regular,4/9/2014,29-100,MIA,Away,MEM,L ,102,107,1,41:22:00,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,37,28.4
LeBron James,2013-2014,Regular,4/11/2014,29-102,MIA,Home,IND,W ,98,86,1,34:52:00,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,36,28.2
LeBron James,2013-2014,Regular,4/12/2014,29-103,MIA,Away,ATL,L ,85,98,1,37:21:00,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,27,18
LeBron James,2013-2014,Regular,4/14/2014,29-105,MIA,Away,WAS,L ,93,114,,,,,,,,,,,,,,,,,,,,,
LeBron James,2013-2014,Regular,4/16/2014,29-107,MIA,Home,PHI,L ,87,100,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,10/30/2014,29-304,CLE,Home,NYK,L ,90,95,1,43:14:00,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,17,3.2
LeBron James,2014-2015,Regular,10/31/2014,29-305,CLE,Away,CHI,W ,114,108,1,41:40:00,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,36,27.4
LeBron James,2014-2015,Regular,11/4/2014,29-309,CLE,Away,POR,L ,82,101,1,34:56:00,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11,8.8
LeBron James,2014-2015,Regular,11/5/2014,29-310,CLE,Away,UTA,L ,100,102,1,42:02:00,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,31,23.5
LeBron James,2014-2015,Regular,11/7/2014,29-312,CLE,Away,DEN,W ,110,101,1,39:38:00,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,22,20.3
LeBron James,2014-2015,Regular,11/10/2014,29-315,CLE,Home,NOP,W ,118,111,1,40:26:00,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,32,29.8
LeBron James,2014-2015,Regular,11/14/2014,29-319,CLE,Away,BOS,W ,122,121,1,40:51:00,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,41,29.5
LeBron James,2014-2015,Regular,11/15/2014,29-320,CLE,Home,ATL,W ,127,94,1,28:54:00,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,32,27.2
LeBron James,2014-2015,Regular,11/17/2014,29-322,CLE,Home,DEN,L ,97,106,1,40:34:00,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,22,14.6
LeBron James,2014-2015,Regular,11/19/2014,29-324,CLE,Home,SAS,L ,90,92,1,34:06:00,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,15,10.3
LeBron James,2014-2015,Regular,11/21/2014,29-326,CLE,Away,WAS,L ,78,91,1,39:02:00,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,22,13.2
LeBron James,2014-2015,Regular,11/22/2014,29-327,CLE,Home,TOR,L ,93,110,1,37:17:00,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,15,11.8
LeBron James,2014-2015,Regular,11/24/2014,29-329,CLE,Home,ORL,W ,106,74,1,31:00:00,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,29,31.2
LeBron James,2014-2015,Regular,11/26/2014,29-331,CLE,Home,WAS,W ,113,87,1,36:05:00,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,29,27.6
LeBron James,2014-2015,Regular,11/29/2014,29-334,CLE,Home,IND,W ,109,97,1,31:44:00,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7
LeBron James,2014-2015,Regular,12/2/2014,29-337,CLE,Home,MIL,W ,111,108,1,41:05:00,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6
LeBron James,2014-2015,Regular,12/4/2014,29-339,CLE,Away,NYK,W ,90,87,1,39:31:00,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,19,16.2
LeBron James,2014-2015,Regular,12/5/2014,29-340,CLE,Away,TOR,W ,105,91,1,42:27:00,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,24,24.3
LeBron James,2014-2015,Regular,12/8/2014,29-343,CLE,Away,BRK,W ,110,88,1,33:54:00,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2
LeBron James,2014-2015,Regular,12/9/2014,29-344,CLE,Home,TOR,W ,105,101,1,41:53:00,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9
LeBron James,2014-2015,Regular,12/11/2014,29-346,CLE,Away,OKC,L ,94,103,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,12/12/2014,29-347,CLE,Away,NOP,L ,114,119,1,37:37:00,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1
LeBron James,2014-2015,Regular,12/15/2014,29-350,CLE,Home,CHO,W ,97,88,1,40:18:00,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9
LeBron James,2014-2015,Regular,12/17/2014,29-352,CLE,Home,ATL,L ,98,127,1,29:02:00,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5
LeBron James,2014-2015,Regular,12/19/2014,29-354,CLE,Home,BRK,W ,95,91,1,39:56:00,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7
LeBron James,2014-2015,Regular,12/21/2014,29-356,CLE,Home,MEM,W ,105,91,1,37:33:00,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6
LeBron James,2014-2015,Regular,12/23/2014,29-358,CLE,Home,MIN,W ,125,104,1,34:38:00,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8
LeBron James,2014-2015,Regular,12/25/2014,29-360,CLE,Away,MIA,L ,91,101,1,40:02:00,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6
LeBron James,2014-2015,Regular,12/26/2014,29-361,CLE,Away,ORL,W ,98,89,1,36:56:00,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3
LeBron James,2014-2015,Regular,12/28/2014,29-363,CLE,Home,DET,L ,80,103,1,31:51:00,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,17,6.8
LeBron James,2014-2015,Regular,12/30/2014,30-000,CLE,Away,ATL,L ,101,109,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,12/31/2014,30-001,CLE,Home,MIL,L ,80,96,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/2/2015,30-003,CLE,Away,CHO,W ,91,87,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/4/2015,30-005,CLE,Home,DAL,L ,90,109,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/5/2015,30-006,CLE,Away,PHI,L ,92,95,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/7/2015,30-008,CLE,Home,HOU,L ,93,105,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/9/2015,30-010,CLE,Away,GSW,L ,94,112,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/11/2015,30-012,CLE,Away,SAC,L ,84,103,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/13/2015,30-014,CLE,Away,PHO,L ,100,107,1,36:41:00,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6
LeBron James,2014-2015,Regular,1/15/2015,30-016,CLE,Away,LAL,W ,109,102,1,38:02:00,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28
LeBron James,2014-2015,Regular,1/16/2015,30-017,CLE,Away,LAC,W ,126,121,1,42:29:00,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9
LeBron James,2014-2015,Regular,1/19/2015,30-020,CLE,Home,CHI,W ,108,94,1,36:16:00,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4
LeBron James,2014-2015,Regular,1/21/2015,30-022,CLE,Home,UTA,W ,106,92,1,35:45:00,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6
LeBron James,2014-2015,Regular,1/23/2015,30-024,CLE,Home,CHO,W ,129,90,1,26:37:00,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5
LeBron James,2014-2015,Regular,1/25/2015,30-026,CLE,Home,OKC,W ,108,98,1,38:35:00,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3
LeBron James,2014-2015,Regular,1/27/2015,30-028,CLE,Away,DET,W ,103,95,1,35:56:00,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7
LeBron James,2014-2015,Regular,1/28/2015,30-029,CLE,Home,POR,W ,99,94,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,1/30/2015,30-031,CLE,Home,SAC,W ,101,90,1,33:04:00,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6
LeBron James,2014-2015,Regular,1/31/2015,30-032,CLE,Away,MIN,W ,106,90,1,39:45:00,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7
LeBron James,2014-2015,Regular,2/2/2015,30-034,CLE,Home,PHI,W ,97,84,1,35:51:00,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9
LeBron James,2014-2015,Regular,2/5/2015,30-037,CLE,Home,LAC,W ,105,94,1,27:47:00,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2
LeBron James,2014-2015,Regular,2/6/2015,30-038,CLE,Away,IND,L ,99,103,1,38:34:00,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9
LeBron James,2014-2015,Regular,2/8/2015,30-040,CLE,Home,LAL,W ,120,105,1,30:11:00,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2
LeBron James,2014-2015,Regular,2/11/2015,30-043,CLE,Home,MIA,W ,113,93,1,31:27:00,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6
LeBron James,2014-2015,Regular,2/12/2015,30-044,CLE,Away,CHI,L ,98,113,1,34:14:00,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3
LeBron James,2014-2015,Regular,2/20/2015,30-052,CLE,Away,WAS,W ,127,89,1,25:07:00,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8
LeBron James,2014-2015,Regular,2/22/2015,30-054,CLE,Away,NYK,W ,101,83,1,27:55:00,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3
LeBron James,2014-2015,Regular,2/24/2015,30-056,CLE,Away,DET,W ,102,93,1,39:03:00,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3
LeBron James,2014-2015,Regular,2/26/2015,30-058,CLE,Home,GSW,W ,110,99,1,36:12:00,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2
LeBron James,2014-2015,Regular,2/27/2015,30-059,CLE,Away,IND,L ,86,93,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,3/1/2015,30-061,CLE,Away,HOU,L ,103,105,1,42:06:00,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8
LeBron James,2014-2015,Regular,3/3/2015,30-063,CLE,Home,BOS,W ,110,79,1,25:35:00,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2
LeBron James,2014-2015,Regular,3/4/2015,30-064,CLE,Away,TOR,W ,120,112,1,37:27:00,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6
LeBron James,2014-2015,Regular,3/6/2015,30-066,CLE,Away,ATL,L ,97,106,1,40:09:00,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8
LeBron James,2014-2015,Regular,3/7/2015,30-067,CLE,Home,PHO,W ,89,79,1,36:26:00,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2
LeBron James,2014-2015,Regular,3/10/2015,30-070,CLE,Away,DAL,W ,127,94,1,28:58:00,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6
LeBron James,2014-2015,Regular,3/12/2015,30-072,CLE,Away,SAS,W ,128,125,1,43:43:00,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5
LeBron James,2014-2015,Regular,3/15/2015,30-075,CLE,Away,ORL,W ,123,108,1,34:44:00,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8
LeBron James,2014-2015,Regular,3/16/2015,30-076,CLE,Away,MIA,L ,92,106,1,35:16:00,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1
LeBron James,2014-2015,Regular,3/18/2015,30-078,CLE,Home,BRK,W ,117,92,1,34:35:00,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9
LeBron James,2014-2015,Regular,3/20/2015,30-080,CLE,Home,IND,W ,95,92,1,39:18:00,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2
LeBron James,2014-2015,Regular,3/22/2015,30-082,CLE,Away,MIL,W ,108,90,1,39:28:00,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4
LeBron James,2014-2015,Regular,3/25/2015,30-085,CLE,Away,MEM,W ,111,89,1,31:27:00,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16
LeBron James,2014-2015,Regular,3/27/2015,30-087,CLE,Away,BRK,L ,98,106,1,38:28:00,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8
LeBron James,2014-2015,Regular,3/29/2015,30-089,CLE,Home,PHI,W ,87,86,1,37:53:00,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2
LeBron James,2014-2015,Regular,4/2/2015,30-093,CLE,Home,MIA,W ,114,88,1,35:27:00,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6
LeBron James,2014-2015,Regular,4/5/2015,30-096,CLE,Home,CHI,W ,99,94,1,36:31:00,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4
LeBron James,2014-2015,Regular,4/8/2015,30-099,CLE,Away,MIL,W ,104,99,1,39:51:00,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3
LeBron James,2014-2015,Regular,4/10/2015,30-101,CLE,Home,BOS,L ,90,99,1,26:05:00,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6
LeBron James,2014-2015,Regular,4/12/2015,30-103,CLE,Away,BOS,L ,78,117,,,,,,,,,,,,,,,,,,,,,
LeBron James,2014-2015,Regular,4/13/2015,30-104,CLE,Home,DET,W ,109,97,1,32:14:00,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7
LeBron James,2014-2015,Regular,4/15/2015,30-106,CLE,Home,WAS,W ,113,108,,,,,,,,,,,,,,,,,,,,,
LeBron James,2015-2016,Regular,10/27/2015,30-301,CLE,Away,CHI,L ,95,97,1,36:04:00,12,22,0.545,1,5,0.2,0,3,0,0,10,10,5,1,0,1,3,25,18.5
LeBron James,2015-2016,Regular,10/28/2015,30-302,CLE,Away,MEM,W ,106,76,1,30:48:00,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5
LeBron James,2015-2016,Regular,10/30/2015,30-304,CLE,Home,MIA,W ,102,92,1,33:56:00,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,29,21
LeBron James,2015-2016,Regular,11/2/2015,30-307,CLE,Away,PHI,W ,107,100,1,33:20:00,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,3,22,23.9
LeBron James,2015-2016,Regular,11/4/2015,30-309,CLE,Home,NYK,W ,96,86,1,35:04:00,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,23,15
