Player,Year,Season,Date,Age,Team,Location,Opponent,Win,PTS_TM,PTS_OPP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Michael Jordan,1996-1997,Regular,4/3/1997,34-045,CHI,Away,WSB,L ,102,110,1,38:39:00,14,30,0.467,1,4,0.25,5,6,0.833,0,1,1,6,2,1,2,2,34,22.6
Michael Jordan,1996-1997,Regular,4/4/1997,34-046,CHI,Home,CLE,W ,84,71,1,38:12:00,9,16,0.563,0,1,0,4,5,0.8,1,4,5,3,1,2,0,2,22,19.6
Michael Jordan,1996-1997,Regular,4/6/1997,34-048,CHI,Away,ORL,W ,110,94,1,40:27:00,13,22,0.591,3,6,0.5,8,9,0.889,2,6,8,5,3,1,4,3,37,31.6
Michael Jordan,1996-1997,Regular,4/7/1997,34-049,CHI,Home,PHI,W ,128,102,1,29:42:00,13,25,0.52,3,4,0.75,1,2,0.5,3,5,8,2,3,2,2,1,30,24.3
Michael Jordan,1996-1997,Regular,4/9/1997,34-051,CHI,Away,IND,W ,86,80,1,40:55:00,8,19,0.421,0,3,0,7,8,0.875,0,3,3,2,5,0,6,2,23,13
Michael Jordan,1996-1997,Regular,4/10/1997,34-052,CHI,Away,NYK,W ,105,103,1,43:57:00,12,26,0.462,1,3,0.333,9,10,0.9,1,7,8,6,1,1,3,3,34,24.7
Michael Jordan,1996-1997,Regular,4/13/1997,34-055,CHI,Away,DET,L ,91,108,1,38:25:00,7,16,0.438,0,3,0,4,4,1,1,8,9,7,0,0,4,1,18,13.2
Michael Jordan,1996-1997,Regular,4/14/1997,34-056,CHI,Home,TOR,W ,117,100,1,34:45:00,12,24,0.5,4,7,0.571,2,2,1,2,9,11,10,3,1,2,2,30,30
Michael Jordan,1996-1997,Regular,4/16/1997,34-058,CHI,Away,MIA,L ,92,102,1,39:27:00,11,27,0.407,2,5,0.4,2,4,0.5,1,7,8,3,0,1,3,5,26,11.3
Michael Jordan,1996-1997,Regular,4/19/1997,34-061,CHI,Home,NYK,L ,101,103,1,39:29:00,14,22,0.636,1,1,1,4,8,0.5,0,3,3,3,2,0,4,4,33,21
Michael Jordan,1997-1998,Regular,10/31/1997,34-256,CHI,Away,BOS,L ,85,92,1,42:02:00,7,23,0.304,0,0,,16,21,0.762,1,5,6,4,2,1,3,2,30,18.6
Michael Jordan,1997-1998,Regular,11/1/1997,34-257,CHI,Home,PHI,W ,94,74,1,24:19:00,7,14,0.5,0,0,,2,2,1,1,6,7,2,2,0,3,3,16,10.7
Michael Jordan,1997-1998,Regular,11/3/1997,34-259,CHI,Home,SAS,W ,87,83,1,47:54:00,12,39,0.308,1,4,0.25,4,6,0.667,4,9,13,4,5,2,3,0,29,17.4
Michael Jordan,1997-1998,Regular,11/5/1997,34-261,CHI,Home,ORL,W ,94,81,1,40:40:00,11,25,0.44,0,3,0,7,9,0.778,4,13,17,4,0,0,0,2,29,23.8
Michael Jordan,1997-1998,Regular,11/7/1997,34-263,CHI,Away,ATL,L ,78,80,1,39:33:00,11,25,0.44,0,1,0,5,7,0.714,1,8,9,6,1,0,2,1,27,19
Michael Jordan,1997-1998,Regular,11/8/1997,34-264,CHI,Home,NJN,W ,99,86,1,33:15:00,5,13,0.385,0,1,0,5,8,0.625,1,4,5,2,2,0,2,3,15,8.8
Michael Jordan,1997-1998,Regular,11/11/1997,34-267,CHI,Away,CLE,L ,80,101,1,33:42:00,7,17,0.412,0,1,0,5,7,0.714,2,4,6,1,1,0,3,1,19,10
Michael Jordan,1997-1998,Regular,11/12/1997,34-268,CHI,Home,WAS,L ,83,90,1,40:14:00,10,28,0.357,0,2,0,8,12,0.667,2,5,7,3,4,2,5,1,28,15.8
Michael Jordan,1997-1998,Regular,11/14/1997,34-270,CHI,Home,CHH,W ,105,92,1,38:14:00,12,24,0.5,2,2,1,2,2,1,1,3,4,7,1,1,2,0,28,22.2
Michael Jordan,1997-1998,Regular,11/15/1997,34-271,CHI,Home,CLE,W ,79,70,1,38:44:00,11,26,0.423,1,1,1,4,7,0.571,0,2,2,4,2,0,5,2,27,11.6
Michael Jordan,1997-1998,Regular,11/20/1997,34-276,CHI,Away,PHO,L ,85,89,1,40:47:00,13,27,0.481,0,1,0,4,6,0.667,1,5,6,3,1,0,3,0,30,17.8
Michael Jordan,1997-1998,Regular,11/21/1997,34-277,CHI,Away,LAC,W ,111,102,1,52:04:00,18,38,0.474,0,2,0,13,19,0.684,2,3,5,5,1,1,4,3,49,29.5
Michael Jordan,1997-1998,Regular,11/23/1997,34-279,CHI,Away,SAC,W ,103,88,1,40:39:00,11,19,0.579,0,0,,11,12,0.917,1,2,3,5,2,1,2,1,33,28.8
Michael Jordan,1997-1998,Regular,11/25/1997,34-281,CHI,Away,SEA,L ,90,91,1,37:49:00,11,25,0.44,0,2,0,4,6,0.667,2,4,6,5,5,0,3,1,26,19.8
Michael Jordan,1997-1998,Regular,11/28/1997,34-284,CHI,Away,IND,L ,83,94,1,41:59:00,11,26,0.423,0,2,0,4,8,0.5,1,6,7,2,2,0,1,3,26,14.3
Michael Jordan,1997-1998,Regular,11/29/1997,34-285,CHI,Away,WAS,W ,88,83,1,37:16:00,10,21,0.476,1,1,1,8,12,0.667,0,4,4,3,2,0,2,3,29,18.8
Michael Jordan,1997-1998,Regular,12/3/1997,34-289,CHI,Away,BOS,W ,97,87,1,39:33:00,11,21,0.524,1,3,0.333,6,8,0.75,4,5,9,5,2,1,7,2,29,20.6
Michael Jordan,1997-1998,Regular,12/5/1997,34-291,CHI,Home,MIL,W ,84,62,1,35:11:00,4,16,0.25,0,3,0,5,6,0.833,3,6,9,2,1,0,1,3,13,7.1
Michael Jordan,1997-1998,Regular,12/9/1997,34-295,CHI,Home,NYK,W ,100,82,1,37:18:00,10,23,0.435,0,0,,9,9,1,1,3,4,4,1,0,4,4,29,16.7
Michael Jordan,1997-1998,Regular,12/10/1997,34-296,CHI,Away,ORL,L ,98,106,1,36:47:00,6,17,0.353,0,1,0,13,13,1,1,1,2,5,1,0,3,3,25,16.8
Michael Jordan,1997-1998,Regular,12/12/1997,34-298,CHI,Away,CHH,L ,77,79,1,40:59:00,12,24,0.5,0,0,,4,6,0.667,3,6,9,5,0,0,4,2,28,17.8
Michael Jordan,1997-1998,Regular,12/13/1997,34-299,CHI,Home,TOR,W ,97,70,1,26:52:00,4,16,0.25,0,0,,3,4,0.75,3,3,6,2,2,0,0,0,11,7.4
Michael Jordan,1997-1998,Regular,12/15/1997,34-301,CHI,Home,PHO,W ,111,104,1,36:07:00,10,23,0.435,0,1,0,11,12,0.917,3,6,9,4,4,1,2,2,31,27.1
Michael Jordan,1997-1998,Regular,12/17/1997,34-303,CHI,Home,LAL,W ,104,83,1,34:41:00,12,22,0.545,1,2,0.5,11,12,0.917,2,3,5,4,1,1,4,4,36,26.2
Michael Jordan,1997-1998,Regular,12/20/1997,34-306,CHI,Away,NJN,W ,100,92,1,41:40:00,10,23,0.435,0,0,,4,5,0.8,3,2,5,3,0,2,2,2,24,14.9
Michael Jordan,1997-1998,Regular,12/23/1997,34-309,CHI,Home,LAC,W ,94,89,1,39:30:00,9,24,0.375,0,1,0,9,12,0.75,7,5,12,4,0,1,2,0,27,20.5
Michael Jordan,1997-1998,Regular,12/25/1997,34-311,CHI,Home,MIA,W ,90,80,1,37:35:00,8,20,0.4,0,1,0,8,12,0.667,4,7,11,4,2,0,3,0,24,18.3
Michael Jordan,1997-1998,Regular,12/27/1997,34-313,CHI,Home,ATL,W ,97,90,1,36:22:00,18,26,0.692,0,0,,11,13,0.846,2,2,4,2,3,1,4,2,47,37.5
Michael Jordan,1997-1998,Regular,12/29/1997,34-315,CHI,Home,DAL,W ,111,105,1,41:37:00,16,29,0.552,0,1,0,9,11,0.818,1,6,7,0,0,2,2,1,41,27.8
Michael Jordan,1997-1998,Regular,12/30/1997,34-316,CHI,Away,MIN,L ,95,99,1,38:44:00,11,28,0.393,1,3,0.333,10,13,0.769,0,4,4,1,0,0,3,1,33,15.1
Michael Jordan,1997-1998,Regular,1/2/1998,34-319,CHI,Home,MIL,W ,114,100,1,42:41:00,15,22,0.682,1,1,1,13,15,0.867,1,4,5,1,2,0,0,1,44,38
Michael Jordan,1997-1998,Regular,1/3/1998,34-320,CHI,Away,DET,W ,105,96,1,46:37:00,12,25,0.48,0,1,0,10,11,0.909,0,9,9,9,1,2,4,2,34,27.5
Michael Jordan,1997-1998,Regular,1/6/1998,34-323,CHI,Home,BOS,W ,90,79,1,40:39:00,5,13,0.385,0,1,0,9,12,0.75,1,2,3,4,3,0,3,0,19,14.8
Michael Jordan,1997-1998,Regular,1/7/1998,34-324,CHI,Away,MIA,L ,72,99,1,36:52:00,12,27,0.444,1,2,0.5,1,3,0.333,2,2,4,1,1,0,1,0,26,13.8
Michael Jordan,1997-1998,Regular,1/9/1998,34-326,CHI,Away,NYK,W ,90,89,1,41:32:00,17,33,0.515,1,4,0.25,9,10,0.9,1,3,4,2,3,1,1,3,44,31.8
Michael Jordan,1997-1998,Regular,1/10/1998,34-327,CHI,Home,GSW,W ,87,82,1,38:33:00,13,31,0.419,0,1,0,6,10,0.6,4,2,6,3,0,0,1,0,32,18.4
Michael Jordan,1997-1998,Regular,1/13/1998,34-330,CHI,Home,SEA,W ,101,91,1,37:44:00,12,27,0.444,0,2,0,16,18,0.889,1,0,1,2,0,0,1,5,40,24.2
Michael Jordan,1997-1998,Regular,1/15/1998,34-332,CHI,Away,PHI,L ,96,106,1,38:16:00,9,23,0.391,0,1,0,2,4,0.5,2,7,9,4,2,0,4,1,20,10.6
Michael Jordan,1997-1998,Regular,1/16/1998,34-333,CHI,Away,MIL,W ,96,86,1,39:56:00,10,20,0.5,1,1,1,6,7,0.857,0,8,8,2,1,1,3,3,27,17.9
Michael Jordan,1997-1998,Regular,1/18/1998,34-335,CHI,Home,HOU,W ,106,100,1,40:55:00,16,29,0.552,2,2,1,11,12,0.917,0,3,3,3,3,1,4,2,45,32.6
Michael Jordan,1997-1998,Regular,1/21/1998,34-338,CHI,Home,CHH,W ,110,79,1,31:00:00,14,23,0.609,1,3,0.333,4,4,1,1,4,5,6,3,1,1,2,33,30.5
Michael Jordan,1997-1998,Regular,1/23/1998,34-340,CHI,Away,NJN,W ,100,98,1,43:53:00,10,23,0.435,0,1,0,12,13,0.923,0,5,5,1,1,1,4,2,32,18.6
Michael Jordan,1997-1998,Regular,1/25/1998,34-342,CHI,Home,UTA,L ,94,101,1,43:55:00,13,26,0.5,0,4,0,6,7,0.857,3,2,5,7,2,0,3,4,32,23.6
Michael Jordan,1997-1998,Regular,1/27/1998,34-344,CHI,Away,VAN,W ,103,85,1,32:31:00,7,15,0.467,0,0,,6,6,1,0,0,0,3,1,1,1,0,20,15.1
Michael Jordan,1997-1998,Regular,1/29/1998,34-346,CHI,Away,POR,W ,100,87,1,39:20:00,11,24,0.458,0,1,0,7,7,1,1,4,5,4,1,0,0,1,29,21.9
Michael Jordan,1997-1998,Regular,1/30/1998,34-347,CHI,Away,GSW,W ,87,80,1,41:25:00,2,17,0.118,0,0,,10,11,0.909,3,5,8,3,3,1,2,0,14,9.9
Michael Jordan,1997-1998,Regular,2/1/1998,34-349,CHI,Away,LAL,L ,87,112,1,37:03:00,11,26,0.423,0,1,0,9,12,0.75,0,5,5,2,1,0,1,0,31,18.9
Michael Jordan,1997-1998,Regular,2/2/1998,34-350,CHI,Away,DEN,W ,111,72,1,33:07:00,6,12,0.5,0,0,,3,4,0.75,1,5,6,3,1,0,0,1,15,13.5
Michael Jordan,1997-1998,Regular,2/4/1998,34-352,CHI,Away,UTA,L ,93,101,1,42:38:00,17,37,0.459,1,5,0.2,5,6,0.833,2,5,7,3,2,1,1,2,40,26.4
Michael Jordan,1997-1998,Regular,2/10/1998,34-358,CHI,Home,TOR,W ,93,86,1,34:17:00,8,21,0.381,0,3,0,2,5,0.4,2,3,5,1,2,0,2,1,18,7.9
Michael Jordan,1997-1998,Regular,2/11/1998,34-359,CHI,Away,CHH,W ,92,90,1,41:14:00,11,22,0.5,0,0,,7,9,0.778,1,3,4,6,0,0,1,2,29,21.2
Michael Jordan,1997-1998,Regular,2/13/1998,34-361,CHI,Home,ATL,W ,112,110,1,36:03:00,14,22,0.636,0,1,0,9,12,0.75,3,4,7,1,1,0,2,0,37,29
Michael Jordan,1997-1998,Regular,2/15/1998,34-363,CHI,Home,DET,W ,99,90,1,40:36:00,7,17,0.412,0,1,0,7,8,0.875,1,11,12,5,3,0,3,3,21,17.8
Michael Jordan,1997-1998,Regular,2/17/1998,35-000,CHI,Home,IND,W ,105,97,1,39:34:00,13,23,0.565,0,2,0,1,3,0.333,2,2,4,6,1,1,2,4,27,19.6
Michael Jordan,1997-1998,Regular,2/19/1998,35-002,CHI,Away,TOR,W ,123,86,1,28:21:00,5,9,0.556,1,2,0.5,5,6,0.833,0,4,4,5,0,0,1,2,16,14.2
Michael Jordan,1997-1998,Regular,2/21/1998,35-004,CHI,Away,WAS,W ,94,88,1,42:19:00,8,23,0.348,0,0,,3,5,0.6,3,5,8,3,1,2,1,3,19,11.2
Michael Jordan,1997-1998,Regular,2/23/1998,35-006,CHI,Home,CLE,W ,97,75,1,29:08:00,7,14,0.5,0,1,0,3,4,0.75,2,5,7,6,0,1,2,3,17,14.2
Michael Jordan,1997-1998,Regular,2/25/1998,35-008,CHI,Home,POR,L ,101,106,1,42:31:00,9,26,0.346,0,2,0,15,17,0.882,1,3,4,3,4,1,3,2,33,22.2
Michael Jordan,1997-1998,Regular,2/28/1998,35-011,CHI,Home,SAC,W ,109,94,1,38:56:00,10,17,0.588,0,1,0,8,9,0.889,1,1,2,2,0,0,2,1,28,19.7
Michael Jordan,1997-1998,Regular,3/3/1998,35-014,CHI,Home,DEN,W ,118,90,1,39:31:00,12,19,0.632,0,0,,6,6,1,0,7,7,2,2,0,2,1,30,24.6
Michael Jordan,1997-1998,Regular,3/8/1998,35-019,CHI,Away,NYK,W ,102,89,1,43:34:00,17,33,0.515,1,2,0.5,7,9,0.778,3,5,8,6,3,1,2,1,42,34
Michael Jordan,1997-1998,Regular,3/10/1998,35-021,CHI,Home,MIA,W ,106,91,1,38:55:00,17,30,0.567,1,2,0.5,2,2,1,0,4,4,4,1,1,1,2,37,26.7
Michael Jordan,1997-1998,Regular,3/12/1998,35-023,CHI,Away,DAL,L ,97,104,1,46:54:00,10,24,0.417,1,3,0.333,5,11,0.455,4,3,7,3,1,1,1,4,26,15.7
Michael Jordan,1997-1998,Regular,3/14/1998,35-025,CHI,Away,SAS,W ,96,86,1,41:57:00,12,22,0.545,0,0,,6,7,0.857,2,3,5,3,2,1,3,2,30,22.3
Michael Jordan,1997-1998,Regular,3/16/1998,35-027,CHI,Home,NJN,W ,88,72,1,33:02:00,6,15,0.4,0,1,0,5,8,0.625,2,5,7,1,1,0,4,1,17,7.9
Michael Jordan,1997-1998,Regular,3/17/1998,35-028,CHI,Away,IND,W ,90,84,1,41:37:00,14,28,0.5,1,3,0.333,6,9,0.667,1,3,4,2,1,0,2,1,35,21.4
Michael Jordan,1997-1998,Regular,3/20/1998,35-031,CHI,Home,VAN,W ,98,92,1,39:25:00,8,13,0.615,1,2,0.5,7,10,0.7,0,4,4,3,0,1,3,1,24,17.5
Michael Jordan,1997-1998,Regular,3/22/1998,35-033,CHI,Away,TOR,W ,102,100,1,41:17:00,13,28,0.464,0,2,0,7,7,1,0,4,4,3,5,3,2,3,33,25.8
Michael Jordan,1997-1998,Regular,3/23/1998,35-034,CHI,Home,BOS,W ,111,88,1,36:27:00,11,22,0.5,0,1,0,2,2,1,1,6,7,2,2,1,2,1,24,17.2
Michael Jordan,1997-1998,Regular,3/25/1998,35-036,CHI,Away,ORL,W ,85,70,1,38:10:00,8,21,0.381,1,3,0.333,0,1,0,2,5,7,8,5,0,0,2,17,17.8
Michael Jordan,1997-1998,Regular,3/27/1998,35-038,CHI,Away,ATL,W ,89,74,1,43:00:00,13,26,0.5,0,0,,8,12,0.667,1,4,5,4,0,1,2,3,34,21.6
Michael Jordan,1997-1998,Regular,3/29/1998,35-040,CHI,Away,MIL,W ,104,87,1,34:48:00,13,24,0.542,0,1,0,4,5,0.8,1,1,2,0,2,0,0,3,30,19.8
Michael Jordan,1997-1998,Regular,3/31/1998,35-042,CHI,Home,DET,W ,106,101,1,47:20:00,11,26,0.423,0,2,0,4,4,1,1,2,3,8,4,2,4,5,26,18.5
Michael Jordan,1997-1998,Regular,4/3/1998,35-045,CHI,Home,MIN,W ,107,93,1,37:49:00,16,25,0.64,2,6,0.333,7,8,0.875,3,3,6,4,1,0,0,1,41,35.9
Michael Jordan,1997-1998,Regular,4/5/1998,35-047,CHI,Away,HOU,W ,109,94,1,37:16:00,18,31,0.581,0,0,,4,4,1,2,2,4,3,3,0,2,3,40,29.4
Michael Jordan,1997-1998,Regular,4/7/1998,35-049,CHI,Home,WAS,W ,103,85,1,32:59:00,11,21,0.524,1,2,0.5,7,8,0.875,1,3,4,3,1,1,2,0,30,22.7
Michael Jordan,1997-1998,Regular,4/9/1998,35-051,CHI,Away,CLE,L ,85,91,1,36:42:00,10,24,0.417,0,2,0,9,12,0.75,0,6,6,4,0,0,4,3,29,14.4
Michael Jordan,1997-1998,Regular,4/11/1998,35-053,CHI,Home,ORL,W ,87,78,1,35:12:00,15,25,0.6,3,5,0.6,4,10,0.4,1,3,4,2,4,0,0,2,37,29.3
Michael Jordan,1997-1998,Regular,4/13/1998,35-055,CHI,Home,IND,L ,105,114,1,41:19:00,7,19,0.368,1,1,1,12,14,0.857,0,4,4,3,3,0,4,0,27,18
Michael Jordan,1997-1998,Regular,4/15/1998,35-057,CHI,Away,DET,L ,79,87,1,43:01:00,7,25,0.28,0,3,0,5,10,0.5,4,2,6,4,1,0,2,4,19,5.9
Michael Jordan,1997-1998,Regular,4/17/1998,35-059,CHI,Away,PHI,W ,87,80,1,38:34:00,9,19,0.474,0,2,0,6,8,0.75,1,5,6,2,5,0,4,5,24,16.1
Michael Jordan,1997-1998,Regular,4/18/1998,35-060,CHI,Home,NYK,W ,111,109,1,39:52:00,11,24,0.458,0,0,,22,24,0.917,0,3,3,3,1,0,1,1,44,33.4
Michael Jordan,2001-2002,Regular,10/30/2001,38-255,WAS,Away,NYK,L ,91,93,1,36:42:00,7,21,0.333,0,3,0,5,6,0.833,3,2,5,6,4,0,3,3,19,13.4
Michael Jordan,2001-2002,Regular,11/1/2001,38-257,WAS,Away,ATL,W ,98,88,1,40:23:00,13,30,0.433,0,3,0,5,6,0.833,0,6,6,6,2,0,1,2,31,21
Michael Jordan,2001-2002,Regular,11/3/2001,38-259,WAS,Home,PHI,W ,90,76,1,38:06:00,7,21,0.333,0,0,,6,9,0.667,2,4,6,9,2,1,2,1,20,16.1
Michael Jordan,2001-2002,Regular,11/4/2001,38-260,WAS,Away,DET,L ,78,100,1,22:29,8,18,0.444,0,0,,3,3,1,0,8,8,2,1,0,1,1,19,13
Michael Jordan,2001-2002,Regular,11/7/2001,38-263,WAS,Away,BOS,L ,95,104,1,40:34:00,12,26,0.462,0,1,0,8,10,0.8,2,6,8,2,2,0,5,2,32,18.6
Michael Jordan,2001-2002,Regular,11/9/2001,38-265,WAS,Home,GSW,L ,100,109,1,38:17:00,13,30,0.433,0,1,0,6,8,0.75,0,3,3,3,3,0,3,3,32,17.2
Michael Jordan,2001-2002,Regular,11/11/2001,38-267,WAS,Home,SEA,L ,84,99,1,38:53:00,5,26,0.192,0,1,0,6,6,1,3,9,12,4,1,2,1,4,16,7.2
Michael Jordan,2001-2002,Regular,11/14/2001,38-270,WAS,Home,MIL,L ,98,107,1,40:40:00,12,24,0.5,0,1,0,7,8,0.875,1,3,4,3,2,1,3,3,31,20.8
Michael Jordan,2001-2002,Regular,11/16/2001,38-272,WAS,Home,UTA,L ,92,101,1,41:03:00,17,33,0.515,1,2,0.5,9,11,0.818,3,4,7,3,1,0,0,0,44,33.3
Michael Jordan,2001-2002,Regular,11/20/2001,38-276,WAS,Home,CHH,L ,88,95,1,41:03:00,13,23,0.565,1,2,0.5,3,4,0.75,0,4,4,6,2,0,5,4,30,19.5
Michael Jordan,2001-2002,Regular,11/22/2001,38-278,WAS,Away,IND,L ,103,110,1,39:39:00,8,26,0.308,0,1,0,5,5,1,0,5,5,6,2,1,3,1,21,11
Michael Jordan,2001-2002,Regular,11/24/2001,38-280,WAS,Home,BOS,W ,88,84,1,44:41:00,7,24,0.292,0,1,0,3,3,1,1,10,11,6,1,0,2,3,17,8.7
Michael Jordan,2001-2002,Regular,11/27/2001,38-283,WAS,Away,CLE,L ,75,94,1,30:44:00,9,24,0.375,0,0,,0,0,,1,3,4,5,1,0,0,2,18,10.1
Michael Jordan,2001-2002,Regular,11/28/2001,38-284,WAS,Away,PHI,W ,94,87,1,38:04:00,11,27,0.407,0,1,0,8,10,0.8,0,6,6,7,5,1,1,2,30,25.3
Michael Jordan,2001-2002,Regular,11/30/2001,38-286,WAS,Away,MIA,W ,84,75,1,37:44:00,10,20,0.5,0,1,0,2,3,0.667,1,6,7,5,0,0,2,2,22,14.8
Michael Jordan,2001-2002,Regular,12/1/2001,38-287,WAS,Home,ORL,L ,87,96,1,33:25:00,6,19,0.316,0,0,,3,3,1,0,7,7,7,0,2,2,4,15,8.9
Michael Jordan,2001-2002,Regular,12/4/2001,38-290,WAS,Away,SAS,L ,88,103,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,2001-2002,Regular,12/6/2001,38-292,WAS,Away,HOU,W ,85,82,1,32:51:00,9,23,0.391,0,0,,0,0,,0,6,6,7,0,0,4,2,18,7.4
Michael Jordan,2001-2002,Regular,12/8/2001,38-294,WAS,Away,DAL,W ,102,95,1,35:05:00,7,21,0.333,0,1,0,7,9,0.778,2,10,12,4,4,0,1,3,21,17.3
Michael Jordan,2001-2002,Regular,12/11/2001,38-297,WAS,Away,MEM,W ,91,81,1,30:40:00,8,19,0.421,0,1,0,0,0,,0,6,6,9,0,0,0,2,16,13.2
Michael Jordan,2001-2002,Regular,12/12/2001,38-298,WAS,Home,MIA,W ,82,80,1,34:07:00,9,23,0.391,0,1,0,7,11,0.636,0,6,6,7,1,1,1,0,25,18.3
Michael Jordan,2001-2002,Regular,12/14/2001,38-300,WAS,Home,NYK,W ,96,80,1,33:35:00,8,19,0.421,0,1,0,3,3,1,0,6,6,6,1,2,5,4,19,10.7
Michael Jordan,2001-2002,Regular,12/16/2001,38-302,WAS,Away,TOR,W ,93,88,1,35:37:00,8,21,0.381,0,0,,5,6,0.833,2,2,4,3,3,0,4,3,21,11
Michael Jordan,2001-2002,Regular,12/19/2001,38-305,WAS,Home,ATL,W ,103,76,1,26:49:00,11,19,0.579,0,1,0,1,1,1,1,3,4,6,1,1,2,2,23,18.8
Michael Jordan,2001-2002,Regular,12/21/2001,38-307,WAS,Away,ORL,W ,93,75,1,33:33:00,3,16,0.188,0,0,,6,6,1,3,3,6,8,1,0,3,1,12,8.2
Michael Jordan,2001-2002,Regular,12/22/2001,38-308,WAS,Away,NYK,W ,87,86,1,36:20:00,11,22,0.5,0,0,,4,7,0.571,0,1,1,3,1,0,4,2,26,12.4
Michael Jordan,2001-2002,Regular,12/26/2001,38-312,WAS,Away,CHH,L ,93,99,1,34:54:00,11,28,0.393,1,2,0.5,5,6,0.833,1,3,4,7,1,0,3,4,28,15.3
Michael Jordan,2001-2002,Regular,12/27/2001,38-313,WAS,Away,IND,L ,81,108,1,25:13:00,2,10,0.2,1,2,0.5,1,2,0.5,2,2,4,4,0,0,4,1,6,-0.2
Michael Jordan,2001-2002,Regular,12/29/2001,38-315,WAS,Home,CHH,W ,107,90,1,38:13:00,21,38,0.553,0,2,0,9,10,0.9,2,5,7,4,3,0,4,3,51,35.9
Michael Jordan,2001-2002,Regular,12/31/2001,38-317,WAS,Home,NJN,W ,98,76,1,38:28:00,16,32,0.5,1,3,0.333,12,13,0.923,0,10,10,7,3,0,3,2,45,35.7
Michael Jordan,2001-2002,Regular,1/4/2002,38-321,WAS,Home,CHI,W ,89,83,1,37:56:00,9,24,0.375,0,2,0,11,13,0.846,0,7,7,3,2,2,5,4,29,16
Michael Jordan,2001-2002,Regular,1/8/2002,38-325,WAS,Home,LAC,W ,96,88,1,42:22:00,9,24,0.375,0,0,,0,1,0,2,8,10,8,1,0,4,1,18,10.4
Michael Jordan,2001-2002,Regular,1/11/2002,38-328,WAS,Away,MIL,L ,86,105,1,32:37:00,10,24,0.417,0,0,,2,4,0.5,0,3,3,3,1,0,6,2,22,5.6
Michael Jordan,2001-2002,Regular,1/12/2002,38-329,WAS,Home,MIN,L ,100,108,1,40:09:00,14,30,0.467,0,0,,7,7,1,0,6,6,4,1,1,5,2,35,20.1
Michael Jordan,2001-2002,Regular,1/15/2002,38-332,WAS,Home,SAS,L ,91,96,1,40:16:00,5,21,0.238,0,0,,10,16,0.625,0,1,1,4,0,1,4,0,20,4.7
Michael Jordan,2001-2002,Regular,1/16/2002,38-333,WAS,Away,NJN,L ,67,111,1,18:01,4,14,0.286,0,0,,2,2,1,0,2,2,1,1,1,1,1,10,3.4
Michael Jordan,2001-2002,Regular,1/19/2002,38-336,WAS,Away,CHI,W ,77,69,1,40:41:00,7,21,0.333,0,2,0,2,6,0.333,0,12,12,4,2,2,9,4,16,1.7
Michael Jordan,2001-2002,Regular,1/21/2002,38-338,WAS,Away,MIN,L ,101,105,1,39:40:00,12,34,0.353,1,4,0.25,4,5,0.8,4,10,14,3,0,0,1,1,29,16.1
Michael Jordan,2001-2002,Regular,1/22/2002,38-339,WAS,Home,PHI,L ,84,91,1,41:38:00,14,27,0.519,1,2,0.5,1,1,1,2,6,8,6,2,1,5,4,30,20.2
Michael Jordan,2001-2002,Regular,1/24/2002,38-341,WAS,Home,CLE,W ,94,85,1,39:53:00,18,29,0.621,0,0,,4,7,0.571,1,7,8,2,2,0,0,2,40,31.1
Michael Jordan,2001-2002,Regular,1/26/2002,38-343,WAS,Home,PHO,W ,112,102,1,39:54:00,17,30,0.567,0,0,,7,9,0.778,2,2,4,7,2,0,2,2,41,32.1
Michael Jordan,2001-2002,Regular,1/29/2002,38-346,WAS,Home,DET,L ,86,89,1,41:27:00,13,30,0.433,0,0,,6,8,0.75,0,5,5,7,2,0,3,0,32,20.8
Michael Jordan,2001-2002,Regular,1/31/2002,38-348,WAS,Away,CLE,W ,93,92,1,39:35:00,11,27,0.407,0,1,0,4,4,1,1,4,5,8,1,0,4,0,26,16
Michael Jordan,2001-2002,Regular,2/1/2002,38-349,WAS,Home,ATL,W ,97,90,1,37:52:00,10,24,0.417,0,1,0,8,10,0.8,0,4,4,8,2,2,1,2,28,22.8
Michael Jordan,2001-2002,Regular,2/3/2002,38-351,WAS,Home,IND,W ,109,89,1,40:42:00,11,19,0.579,1,1,1,0,0,,1,4,5,6,0,0,0,2,23,19.4
Michael Jordan,2001-2002,Regular,2/5/2002,38-353,WAS,Home,TOR,W ,99,94,1,39:29:00,10,21,0.476,0,1,0,3,4,0.75,1,6,7,5,0,0,2,3,23,14.7
Michael Jordan,2001-2002,Regular,2/7/2002,38-355,WAS,Home,SAC,W ,108,101,1,40:47:00,12,30,0.4,0,1,0,1,1,1,2,4,6,9,1,0,1,2,25,16.9
Michael Jordan,2001-2002,Regular,2/12/2002,38-360,WAS,Away,LAL,L ,94,103,1,41:02:00,8,20,0.4,0,0,,6,8,0.75,0,5,5,6,2,1,4,1,22,14.4
Michael Jordan,2001-2002,Regular,2/14/2002,38-362,WAS,Away,SAC,L ,93,109,1,32:28:00,6,18,0.333,0,0,,4,6,0.667,0,1,1,4,1,0,3,0,16,6.1
